Match,Team,Start Time,League,Caesars,Draftkings,Fanduel,Pinnacle,Fanatics,Betmgm,Betonline.Ag,Event Id,Avg Edge Pct,Fair Odds Avg,Best Odds,Best Bookmaker,Result,Outcomes,Event ID,Scrape Time
Vegas Golden Knights @ Tampa Bay Lightning,Vegas Golden Knights,2025-10-26 17:09:08,NHL,1.91,3.0,2.12,2.21,3.1,3.25,2.22,Not Found,26.36,2.57,3.25,BetMGM,Tampa Bay Lightning,2,,2025-10-26 17:18:45
San Jose Sharks @ Minnesota Wild,Minnesota Wild,2025-10-26 18:08:46,NHL,1.83,2.1,2.04,1.5,2.1,2.1,1.56,Not Found,7.7,1.95,2.1,DraftKings,San Jose Sharks,2,,2025-10-26 18:20:10
Charlotte Hornets @ Washington Wizards,Charlotte Hornets,2025-10-26 18:16:00,NBA,2.45,2.3,2.32,2.1,2.35,2.1,2.04,Not Found,4.54,2.34,2.45,Caesars,Charlotte Hornets,2,,2025-10-26 18:20:10
Los Angeles Kings @ Chicago Blackhawks,Los Angeles Kings,2025-10-26 19:08:57,NHL,1.67,1.62,1.61,1.64,1.62,2.3,1.67,Not Found,28.11,1.8,2.3,BetMGM,Los Angeles Kings,2,,2025-10-26 19:19:27
Utah Mammoth @ Winnipeg Jets,Winnipeg Jets,2025-10-26 18:08:41,NHL,1.36,1.27,1.29,1.27,1.27,1.74,,Not Found,21.99,1.43,1.74,BetMGM,Utah Mammoth,2,,2025-10-26 19:19:27
Milwaukee Bucks @ Cleveland Cavaliers,Milwaukee Bucks,2025-10-26 18:12:09,NBA,5.2,5.0,4.6,5.14,5.25,6.25,,Not Found,13.77,5.49,6.25,BetMGM,Cleveland Cavaliers,2,,2025-10-26 19:19:27
Indiana Pacers @ Minnesota Timberwolves,Indiana Pacers,2025-10-26 19:13:00,NBA,6.5,6.75,6.4,5.35,6.0,7.0,5.28,Not Found,9.04,6.42,7.0,BetMGM,Minnesota Timberwolves,2,,2025-10-26 19:19:27
New York Knicks @ Miami Heat,Miami Heat,2025-10-26 18:14:21,NBA,2.1,2.2,2.2,2.11,2.4,2.2,,Not Found,3.04,2.33,2.4,Fanatics,Miami Heat,2,,2025-10-26 19:41:34
Toronto Raptors @ Dallas Mavericks,Toronto Raptors,2025-10-26 19:43:00,NBA,1.77,2.05,2.02,1.97,1.83,1.8,1.93,Not Found,2.01,2.01,2.05,DraftKings,Dallas Mavericks,2,,2025-10-26 19:49:40
Los Angeles Lakers @ Sacramento Kings,Los Angeles Lakers,2025-10-26 21:10:30,NBA,2.45,2.6,2.38,1.75,2.85,2.54,,Not Found,13.99,2.5,2.85,Fanatics,Los Angeles Lakers,2,,2025-10-26 21:53:42
Edmonton Oilers @ Vancouver Canucks,Edmonton Oilers,2025-10-26 22:08:10,NHL,4.5,4.8,5.2,4.05,4.75,4.6,,Not Found,6.43,4.89,5.2,FanDuel,Vancouver Canucks,2,,2025-10-26 23:22:26
Hanwha Eagles @ LG Twins,LG Twins,2025-10-27 05:30:27,KBO,3.4,3.6,3.85,1.79,3.45,3.4,1.77,Not Found,32.1,2.91,3.85,FanDuel,LG Twins,2,,2025-10-27 05:43:37
Orlando Magic @ Philadelphia 76ers,Orlando Magic,2025-10-27 19:10:39,NBA,1.69,1.57,1.76,1.59,1.62,1.57,1.42,Not Found,4.26,1.69,1.76,FanDuel,Philadelphia 76ers,2,,2025-10-27 19:19:48
Cleveland Cavaliers @ Detroit Pistons,Detroit Pistons,2025-10-27 19:13:09,NBA,2.05,1.87,2.4,1.68,1.95,1.91,,Not Found,15.66,2.08,2.4,FanDuel,Cleveland Cavaliers,2,,2025-10-27 19:30:47
Toronto Raptors @ San Antonio Spurs,Toronto Raptors,2025-10-27 20:14:00,NBA,10.0,13.0,11.6,8.68,10.0,7.25,,Not Found,27.56,10.19,13.0,DraftKings,San Antonio Spurs,2,,2025-10-27 21:43:32
Atlanta Hawks @ Chicago Bulls,Atlanta Hawks,2025-10-27 20:10:13,NBA,3.6,3.7,3.8,1.77,3.4,3.25,,Not Found,18.38,3.21,3.8,FanDuel,Chicago Bulls,2,,2025-10-27 21:43:32
Oklahoma City Thunder @ Dallas Mavericks,Dallas Mavericks,2025-10-27 20:41:00,NBA,5.0,4.9,6.0,5.64,5.0,5.25,,Not Found,7.95,5.56,6.0,FanDuel,Oklahoma City Thunder,2,,2025-10-27 21:43:32
Boston Celtics @ New Orleans Pelicans,New Orleans Pelicans,2025-10-27 20:10:51,NBA,6.0,6.5,6.6,6.48,6.5,7.25,,Not Found,5.13,6.9,7.25,BetMGM,Boston Celtics,2,,2025-10-27 21:43:32
Phoenix Suns @ Utah Jazz,Phoenix Suns,2025-10-27 21:11:37,NBA,7.4,7.0,7.0,2.69,8.0,5.75,,Not Found,37.86,5.8,8.0,Fanatics,Utah Jazz,2,,2025-10-27 22:59:32
Portland Trail Blazers @ Los Angeles Lakers,Portland Trail Blazers,2025-10-27 22:41:00,NBA,1.8,1.77,1.96,1.6,1.87,1.8,,Not Found,2.82,1.91,1.96,FanDuel,Portland Trail Blazers,2,,2025-10-27 22:59:32
Toronto Blue Jays @ Los Angeles Dodgers,Toronto Blue Jays,2025-10-27 20:06:00,MLB,2.35,2.26,2.34,1.71,2.35,2.25,,Not Found,2.22,2.3,2.35,Caesars,Los Angeles Dodgers,2,,2025-10-27 22:59:32
Denver Nuggets @ Minnesota Timberwolves,Minnesota Timberwolves,2025-10-27 21:42:00,NBA,6.0,4.9,3.85,6.3,4.3,6.5,,Not Found,20.14,5.41,6.5,BetMGM,Denver Nuggets,2,,2025-10-27 23:42:06
Memphis Grizzlies @ Golden State Warriors,Memphis Grizzlies,2025-10-27 22:11:13,NBA,5.5,6.0,5.2,5.58,5.0,5.5,,Not Found,3.97,5.77,6.0,DraftKings,Golden State Warriors,2,,2025-10-27 23:42:06
Anadolu Efes @ Paris Basketball,Paris Basketball,2025-10-28 15:45:00,Basketball Euroleague,,2.24,2.2,1.62,2.0,1.95,1.69,Not Found,10.33,2.03,2.24,DraftKings,Anadolu Efes SK,2,,2025-10-28 15:56:25
Philadelphia 76ers @ Washington Wizards,Washington Wizards,2025-10-28 19:11:00,NBA,2.85,2.6,2.42,2.63,2.6,2.55,2.61,Not Found,4.2,2.74,2.85,Caesars,Philadelphia 76ers,2,,2025-10-28 19:20:15
UTEP Miners @ Kennesaw State Owls,UTEP Miners,2025-10-28 20:00:00,NCAAF,4.2,4.3,4.85,4.5,,4.4,4.83,Not Found,3.42,4.69,4.85,FanDuel,Kennesaw State Owls,2,,2025-10-28 19:42:27
Sacramento Kings @ Oklahoma City Thunder,Oklahoma City Thunder,2025-10-28 20:12:00,NBA,1.56,1.56,1.82,1.3,1.61,1.45,,Not Found,12.13,1.62,1.82,FanDuel,Oklahoma City Thunder,2,,2025-10-28 21:50:23
Tampa Bay Lightning @ Nashville Predators,Nashville Predators,2025-10-28 19:53:59,NHL,12.0,12.0,13.0,13.49,14.0,11.5,,Not Found,6.05,13.2,14.0,Fanatics,Tampa Bay Lightning,2,,2025-10-28 21:50:23
New York Knicks @ Milwaukee Bucks,Milwaukee Bucks,2025-10-28 20:13:09,NBA,2.35,2.3,2.42,2.02,2.15,2.54,,Not Found,4.97,2.42,2.54,BetMGM,Milwaukee Bucks,2,,2025-10-28 21:50:23
Los Angeles Clippers @ Golden State Warriors,Los Angeles Clippers,2025-10-28 23:13:31,NBA,3.4,2.85,3.0,2.37,3.1,3.1,,Not Found,9.85,3.1,3.4,Caesars,Golden State Warriors,2,,2025-10-28 23:53:33
LG Twins @ Hanwha Eagles,LG Twins,2025-10-29 05:30:00,KBO,2.3,2.3,2.22,2.27,2.25,2.55,2.45,Not Found,4.64,2.44,2.55,BetMGM,Hanwha Eagles,2,,2025-10-29 04:31:28
AS Monaco @ Olympiacos,AS Monaco,2025-10-29 15:15:00,Basketball Euroleague,,2.6,2.96,2.89,2.45,2.5,2.89,Not Found,3.31,2.87,2.96,FanDuel,Not Found,2,,2025-10-29 15:17:55
Houston Rockets @ Toronto Raptors,Houston Rockets,2025-10-29 18:42:00,NBA,1.43,1.6,1.4,1.45,1.36,1.36,1.43,Not Found,6.36,1.5,1.6,DraftKings,Houston Rockets,2,,2025-10-29 18:47:38
Orlando Magic @ Detroit Pistons,Detroit Pistons,2025-10-29 19:10:00,NBA,2.0,2.5,2.9,2.07,2.6,2.45,2.06,Not Found,18.59,2.45,2.9,FanDuel,Detroit Pistons,2,,2025-10-29 19:20:42
Atlanta Hawks @ Brooklyn Nets,Brooklyn Nets,2025-10-29 19:41:12,NBA,3.7,2.6,2.64,3.78,2.6,2.8,3.74,Not Found,15.95,3.19,3.7,Caesars,Atlanta Hawks,2,,2025-10-29 19:44:05
Jacksonville State Gamecocks @ Middle Tennessee Blue Raiders,Middle Tennessee Blue Raiders,2025-10-29 19:37:00,NCAAF,2.8,2.5,2.38,2.72,,2.5,2.7,Not Found,2.94,2.72,2.8,Caesars,Not Found,2,,2025-10-29 19:44:05
Cleveland Cavaliers @ Boston Celtics,Cleveland Cavaliers,2025-10-29 19:13:00,NBA,1.8,1.95,2.0,1.49,1.87,1.8,,Not Found,4.29,1.92,2.0,FanDuel,Boston Celtics,2,,2025-10-29 19:59:19
New Orleans Pelicans @ Denver Nuggets,New Orleans Pelicans,2025-10-29 21:10:36,NBA,12.0,17.0,15.0,6.49,13.0,20.0,,Not Found,55.62,12.85,20.0,BetMGM,Denver Nuggets,2,,2025-10-29 21:50:03
Los Angeles Lakers @ Minnesota Timberwolves,Los Angeles Lakers,2025-10-29 21:43:00,NBA,4.5,5.2,5.0,3.49,5.0,5.25,3.56,Not Found,12.3,4.67,5.25,BetMGM,Los Angeles Lakers,2,,2025-10-29 21:50:03
Sacramento Kings @ Chicago Bulls,Sacramento Kings,2025-10-29 20:11:00,NBA,7.7,6.2,7.3,4.62,7.5,7.5,,Not Found,10.55,6.96,7.7,Caesars,Chicago Bulls,2,,2025-10-29 21:50:03
Indiana Pacers @ Dallas Mavericks,Indiana Pacers,2025-10-29 20:41:00,NBA,2.0,2.14,2.1,1.61,1.87,2.1,,Not Found,3.31,2.07,2.14,DraftKings,Dallas Mavericks,2,,2025-10-29 21:50:03
Memphis Grizzlies @ Phoenix Suns,Memphis Grizzlies,2025-10-29 22:10:00,NBA,2.25,2.2,2.32,1.83,2.15,2.2,,Not Found,2.0,2.27,2.32,FanDuel,Memphis Grizzlies,2,,2025-10-29 23:04:02
LG Twins @ Hanwha Eagles,LG Twins,2025-10-30 05:30:00,KBO,1.83,1.82,1.83,1.85,1.83,2.05,1.94,Not Found,3.83,1.97,2.05,BetMGM,LG Twins,2,,2025-10-30 03:50:52
Fukuoka SoftBank Hawks @ Hanshin Tigers,Hanshin Tigers,2025-10-30 05:00:00,NPB,1.83,1.77,1.75,1.79,1.69,1.95,1.86,Not Found,2.52,1.9,1.95,BetMGM,Fukuoka SoftBank Hawks,2,,2025-10-30 04:49:57
Alex de Minaur @ Karen Khachanov,Karen Khachanov,2025-10-30 11:43:09,ATP Paris Masters,,2.66,2.5,2.3,2.35,2.65,2.33,Not Found,3.0,2.58,2.66,DraftKings,Not Found,2,,2025-10-30 11:42:13
Jannik Sinner @ Francisco Cerundolo,Francisco Cerundolo,2025-10-30 14:00:00,ATP Paris Masters,,14.0,13.8,12.79,11.5,11.0,12.56,Not Found,7.03,13.08,14.0,DraftKings,Not Found,2,,2025-10-30 12:50:54
Daniil Medvedev @ Lorenzo Sonego,Daniil Medvedev,2025-10-30 13:14:31,ATP Paris Masters,,1.6,1.48,1.25,1.56,1.62,1.22,Not Found,7.28,1.51,1.62,BetMGM,Not Found,2,,2025-10-30 13:21:52
Virtus Segafredo Bologna @ FC Bayern München,Virtus Segafredo Bologna,2025-10-30 15:31:00,Basketball Euroleague,,3.3,3.9,2.68,3.35,3.1,2.74,Not Found,18.05,3.3,3.9,FanDuel,Not Found,2,,2025-10-30 15:41:30
Dubai Basketball @ Valencia Basket,Valencia Basket,2025-10-30 15:30:00,Basketball Euroleague,,1.45,1.54,1.32,1.4,1.71,1.33,Not Found,11.47,1.53,1.71,BetMGM,Valencia Basket,2,,2025-10-30 15:41:30
Paris Basketball @ Pallacanestro Olimpia Milano,Paris Basketball,2025-10-30 15:32:00,Basketball Euroleague,,2.9,2.6,2.39,2.35,2.54,2.45,Not Found,8.44,2.67,2.9,DraftKings,Not Found,2,,2025-10-30 15:41:30
Marshall Thundering Herd @ Coastal Carolina Chanticleers,Coastal Carolina Chanticleers,2025-10-30 19:37:00,NCAAF,3.05,5.2,5.3,3.22,,5.25,3.11,Not Found,29.03,4.11,5.3,FanDuel,Not Found,2,,2025-10-30 19:41:08
Tulane Green Wave @ UTSA Roadrunners,UTSA Roadrunners,2025-10-30 19:37:00,NCAAF,2.65,3.8,3.6,2.92,,3.9,2.91,Not Found,15.29,3.38,3.9,BetMGM,Not Found,2,,2025-10-30 19:41:08
Orlando Magic @ Charlotte Hornets,Charlotte Hornets,2025-10-30 19:12:00,NBA,4.2,5.0,4.2,3.65,4.3,3.75,,Not Found,14.11,4.38,5.0,DraftKings,Orlando Magic,2,,2025-10-30 19:56:14
Washington Wizards @ Oklahoma City Thunder,Washington Wizards,2025-10-30 20:10:00,NBA,12.0,9.0,6.0,16.56,5.0,7.0,,Not Found,44.77,8.29,12.0,Caesars,Oklahoma City Thunder,2,,2025-10-30 21:46:26
Golden State Warriors @ Milwaukee Bucks,Milwaukee Bucks,2025-10-30 20:13:00,NBA,3.8,2.3,2.44,2.86,2.4,2.45,,Not Found,37.06,2.77,3.8,Caesars,Milwaukee Bucks,2,,2025-10-30 21:46:26
Baltimore Ravens @ Miami Dolphins,Miami Dolphins,2025-10-30 20:16:07,NFL,7.0,8.0,7.0,5.23,7.5,6.75,,Not Found,11.49,7.18,8.0,DraftKings,Baltimore Ravens,2,,2025-10-30 21:46:26
Miami Heat @ San Antonio Spurs,Miami Heat,2025-10-30 20:40:36,NBA,2.85,2.9,2.9,1.86,2.75,2.8,,Not Found,5.33,2.75,2.9,FanDuel,San Antonio Spurs,2,,2025-10-30 21:46:26
LG Twins @ Hanwha Eagles,Hanwha Eagles,2025-10-31 05:30:00,KBO,2.9,2.9,3.0,2.09,2.7,3.1,2.13,Not Found,11.43,2.78,3.1,BetMGM,LG Twins,2,,2025-10-31 05:39:33
Felix Auger-Aliassime @ Valentin Vacherot,Valentin Vacherot,2025-10-31 09:00:00,ATP Paris Masters,,2.74,2.65,2.34,2.65,2.65,2.27,Not Found,2.83,2.66,2.74,DraftKings,Not Found,2,,2025-10-31 09:20:55
Alex de Minaur @ Alexander Bublik,Alex de Minaur,2025-10-31 10:40:00,ATP Paris Masters,,1.79,1.95,1.8,1.71,1.71,1.75,Not Found,3.91,1.88,1.95,FanDuel,Not Found,2,,2025-10-31 10:59:37
Hapoel Tel Aviv @ Olympiacos,Hapoel Tel Aviv,2025-10-31 15:16:00,Basketball Euroleague,,3.3,3.4,2.44,3.05,3.5,2.8,Not Found,8.41,3.23,3.5,BetMGM,Not Found,2,,2025-10-31 15:26:41
Alexander Zverev @ Daniil Medvedev,Alexander Zverev,2025-10-31 15:25:00,ATP Paris Masters,,2.6,2.15,2.12,2.5,2.6,2.1,Not Found,6.32,2.45,2.6,DraftKings,Not Found,2,,2025-10-31 15:44:23
Colorado Avalanche @ Vegas Golden Knights,Vegas Golden Knights,2025-10-31 16:08:31,NHL,5.5,6.2,6.6,3.1,6.0,6.0,,Not Found,20.26,5.49,6.6,FanDuel,Colorado Avalanche,2,,2025-10-31 17:18:11
Memphis Tigers @ Rice Owls,Rice Owls,2025-10-31 19:00:00,NCAAF,5.25,5.9,5.4,5.57,,5.5,5.46,Not Found,2.65,5.75,5.9,DraftKings,Not Found,2,,2025-10-31 18:46:37
Atlanta Hawks @ Indiana Pacers,Atlanta Hawks,2025-10-31 19:10:40,NBA,2.75,2.7,2.86,1.7,2.9,2.9,1.76,Not Found,14.93,2.52,2.9,BetMGM,Atlanta Hawks,2,,2025-10-31 19:19:44
Boston Celtics @ Philadelphia 76ers,Philadelphia 76ers,2025-10-31 19:12:51,NBA,3.4,3.3,4.0,2.29,3.6,3.6,,Not Found,15.76,3.46,4.0,FanDuel,Boston Celtics,2,,2025-10-31 19:39:24
Toronto Raptors @ Cleveland Cavaliers,Cleveland Cavaliers,2025-10-31 19:41:52,NBA,3.9,3.9,4.4,1.36,4.75,3.7,,Not Found,45.51,3.26,4.75,Fanatics,Toronto Raptors,2,,2025-10-31 21:49:53
New York Knicks @ Chicago Bulls,New York Knicks,2025-10-31 20:10:17,NBA,2.45,2.4,3.5,2.15,3.2,3.6,,Not Found,22.99,2.93,3.6,BetMGM,Chicago Bulls,2,,2025-10-31 21:49:53
Los Angeles Dodgers @ Toronto Blue Jays,Toronto Blue Jays,2025-10-31 20:11:00,MLB,5.0,4.02,4.1,4.75,4.2,3.8,,Not Found,10.99,4.5,5.0,Caesars,Los Angeles Dodgers,2,,2025-10-31 21:49:53
Los Angeles Lakers @ Memphis Grizzlies,Los Angeles Lakers,2025-10-31 21:42:49,NBA,1.83,2.1,2.0,1.85,1.83,1.83,1.82,Not Found,5.33,1.99,2.1,DraftKings,Los Angeles Lakers,2,,2025-10-31 21:49:53
Denver Nuggets @ Portland Trail Blazers,Portland Trail Blazers,2025-10-31 22:12:20,NBA,4.2,4.6,3.55,4.52,3.8,4.33,,Not Found,5.36,4.37,4.6,DraftKings,Portland Trail Blazers,2,,2025-10-31 23:03:32
Utah Jazz @ Phoenix Suns,Utah Jazz,2025-10-31 22:10:56,NBA,9.0,17.0,15.0,7.51,14.0,14.5,,Not Found,37.54,12.36,17.0,DraftKings,Phoenix Suns,2,,2025-10-31 23:47:01
New Orleans Pelicans @ Los Angeles Clippers,New Orleans Pelicans,2025-10-31 22:40:17,NBA,8.0,4.7,5.0,4.66,5.75,4.33,,Not Found,45.71,5.49,8.0,Caesars,Los Angeles Clippers,2,,2025-10-31 23:59:11
Detroit Red Wings @ Anaheim Ducks,Detroit Red Wings,2025-10-31 22:08:18,NHL,3.6,3.4,3.9,3.59,3.4,3.7,,Not Found,2.96,3.79,3.9,FanDuel,Anaheim Ducks,2,,2025-10-31 23:59:11
Arsenal @ Burnley,Burnley,2025-11-01 11:00:00,EPL,12.0,12.0,14.0,13.5,12.0,,13.0,Not Found,5.27,13.3,14.0,FanDuel,Not Found,3,,2025-11-01 10:32:35
Wolverhampton Wanderers @ Fulham,Wolverhampton Wanderers,2025-11-01 11:01:00,EPL,9.0,10.0,11.0,9.65,9.0,9.0,,Not Found,6.76,10.3,11.0,FanDuel,Not Found,3,,2025-11-01 11:18:51
Brentford @ Crystal Palace,Brentford,2025-11-01 11:01:00,EPL,8.5,8.5,10.0,3.55,8.5,9.25,,Not Found,31.17,7.62,10.0,FanDuel,Not Found,3,,2025-11-01 11:39:57
Manchester United @ Nottingham Forest,Nottingham Forest,2025-11-01 11:00:00,EPL,8.0,8.5,9.0,3.52,8.0,8.5,,Not Found,23.56,7.28,9.0,FanDuel,Not Found,3,,2025-11-01 11:39:57
Leeds United @ Brighton and Hove Albion,Leeds United,2025-11-01 11:01:00,EPL,10.0,11.0,10.5,9.85,8.5,9.5,,Not Found,4.07,10.57,11.0,DraftKings,Not Found,3,,2025-11-01 11:39:57
Jannik Sinner @ Alexander Zverev,Alexander Zverev,2025-11-01 12:10:00,ATP Paris Masters,,15.0,12.0,7.74,9.0,10.0,5.76,Not Found,58.62,9.46,15.0,DraftKings,Not Found,2,,2025-11-01 12:23:37
Chelsea @ Tottenham Hotspur,Tottenham Hotspur,2025-11-01 13:30:00,EPL,8.5,10.0,9.0,8.39,7.5,8.5,,Not Found,8.37,9.23,10.0,DraftKings,Not Found,3,,2025-11-01 14:27:58
Carolina Hurricanes @ Boston Bruins,Carolina Hurricanes,2025-11-01 13:08:33,NHL,3.15,9.0,3.3,1.67,3.0,3.2,,Not Found,181.77,3.19,9.0,DraftKings,Not Found,2,,2025-11-01 14:58:47
Pittsburgh Penguins @ Winnipeg Jets,Pittsburgh Penguins,2025-11-01 15:08:42,NHL,2.35,5.2,5.5,2.41,5.0,6.25,2.42,Not Found,70.27,3.67,6.25,BetMGM,Not Found,2,,2025-11-01 15:15:14
New Mexico State Aggies @ Western Kentucky Hilltoppers,New Mexico State Aggies,2025-11-01 15:32:21,NCAAF,3.4,3.5,4.4,3.52,,3.3,3.6,Not Found,16.6,3.77,4.4,FanDuel,Not Found,2,,2025-11-01 15:40:19
Old Dominion Monarchs @ UL Monroe Warhawks,UL Monroe Warhawks,2025-11-01 15:30:00,NCAAF,6.5,4.9,5.3,6.71,,5.5,6.2,Not Found,7.04,6.07,6.5,Caesars,Not Found,2,,2025-11-01 15:40:19
Fresno State Bulldogs @ Boise State Broncos,Fresno State Bulldogs,2025-11-01 15:30:00,NCAAF,7.5,5.5,6.0,7.72,,6.5,7.61,Not Found,6.72,7.03,7.5,Caesars,Not Found,2,,2025-11-01 15:40:19
Louisiana Ragin Cajuns @ South Alabama Jaguars,Louisiana Ragin Cajuns,2025-11-01 15:30:00,NCAAF,2.5,2.14,2.18,2.55,,2.15,2.53,Not Found,2.64,2.44,2.5,Caesars,Not Found,2,,2025-11-01 15:40:19
Oklahoma State Cowboys @ Kansas Jayhawks,Oklahoma State Cowboys,2025-11-01 16:00:00,NCAAF,12.0,14.0,15.0,14.92,,13.0,13.56,Not Found,5.41,14.23,15.0,FanDuel,Not Found,2,,2025-11-01 15:47:47
Virginia Cavaliers @ California Golden Bears,California Golden Bears,2025-11-01 15:50:00,NCAAF,2.5,3.2,3.8,3.03,,3.1,2.86,Not Found,19.34,3.18,3.8,FanDuel,Not Found,2,,2025-11-01 15:55:08
Ariane Carnelossi @ Talita Alencar,Talita Alencar,2025-11-01 16:15:00,MMA,2.1,2.7,1.6,1.49,,2.15,1.5,Not Found,40.45,1.92,2.7,DraftKings,Not Found,2,,2025-11-01 16:21:17
Colorado Avalanche @ San Jose Sharks,San Jose Sharks,2025-11-01 16:08:27,NHL,4.5,4.0,4.5,3.09,3.8,3.6,3.2,Not Found,14.77,3.92,4.5,FanDuel,Not Found,2,,2025-11-01 16:21:17
Calgary Flames @ Nashville Predators,Calgary Flames,2025-11-01 15:38:40,NHL,9.0,9.5,11.0,9.83,9.0,8.75,,Not Found,10.7,9.94,11.0,FanDuel,Not Found,2,,2025-11-01 16:21:17
Aston Villa @ Liverpool,Aston Villa,2025-11-01 16:01:00,EPL,4.6,12.0,13.0,3.82,11.0,12.0,,Not Found,65.14,7.87,13.0,FanDuel,Not Found,3,,2025-11-01 16:49:52
Sacramento Kings @ Milwaukee Bucks,Sacramento Kings,2025-11-01 17:11:00,NBA,3.9,5.0,4.3,3.06,4.5,5.25,3.0,Not Found,25.84,4.17,5.25,BetMGM,Not Found,2,,2025-11-01 17:17:29
Calgary Stampeders @ BC Lions,Calgary Stampeders,2025-11-01 17:35:00,CFL,3.15,4.1,4.0,3.15,4.05,3.2,3.22,Not Found,11.66,3.67,4.1,DraftKings,Not Found,2,,2025-11-01 17:43:47
